mt_id,project_asv_id,project_sample_id,image_id,class,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,db_id,institution_code,ncbi_species,ncbi_id_rank,ncbi_taxid,locality,subregion,country,latitude,longitude,authors,genbank_accession,contigname,run_id,mmg_library_id,projectname,chimera_notes,variant_status,metadata_source,specimen_id,morphospecies,lowest_taxon,taxonomy_notes,collection_method,collection_method_category,collection_method_notes,plotid,province_state_territory,habitat
BIOD00001,6KP2253,CH_FIT2_P1_Adult_756_A02_1427008_Elateridae,CH_Elat1,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Pyrophorini,,,,,NA,NA,BMNH,NA,NA,NA,Cerro Hoya,NA,Panama,NA,NA,,,,NA,,,,,,1427008,CH_Elat1,Elateridae,,FIT,Passive,FIT2,P1,NA,
BIOD00010,6KP552,CH_MALAISE1_P1_Adult_761_B06_1687195_Elateridae,CH_Elat8_Dorsal,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,BMNH,NA,NA,NA,Cerro Hoya,NA,Panama,NA,NA,,,,NA,,,,,,1687195,CH_Elat8,Elateridae,,Malaise,Passive,Malaise1,P1,NHMUK1723022,
BIOD00016,6KP1535,MS214,MS214,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Agrypnini,,Adelocera,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723143,MS214,Agrypninae,"genus was ""Agraeus|Adelocera""",Beating,Active,,PB,NA,
BIOD00057,6KP96,CH_FIT2_P1_Adult_755_H10_1427004_Elateridae,CH_Elat4_Dorsal,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,BMNH,NA,NA,NA,Cerro Hoya,NA,Panama,NA,NA,,,,NA,,,,,,1427004,CH_Elat4,Elateridae,,FIT,Passive,FIT2,P1,ENQ1880,
BIOD00121,6KP1671,MS530,MS530,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Megapenthini,,,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723459,MS530,Elateridae,,Beating,Active,,PA,MS1397,
BIOD00180,6KP2330,FG_LL_P7_Adult_732_E06_1425720_Elateridae,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,BMNH,NA,NA,NA,Noragues,NA,French Guiana,NA,NA,,,,NA,,,,,,1425720,FG_45,Elateridae,,Leaf_Litter,Active,,P7,NA,
BIOD00225,6KP1863,MS741,MS741,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Agrypnini,,Adelocera,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723670,MS741,Agrypninae,,Beating,Active,,PC,Sabah,
BIOD00254,6KP1136,MS210,MS210,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Synaptini,,,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723139,MS210,Elateridae,,Beating,Active,,PB,Sabah,
BIOD00272,6KP861,CH_MALAISE2_P1_Adult_768_F05_1721742_Elateridae,CH_Elat22_Dorsal,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,BMNH,NA,NA,NA,Cerro Hoya,NA,Panama,NA,NA,,,,NA,,,,,,1721742,CH_Elat22,Elateridae,,Malaise,Passive,Malaise2,P1,,
BIOD00274,6KP4049,FG_FIT1_P5_Adult_771_F04_1274941_Elateridae,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,BMNH,NA,NA,NA,Noragues,NA,French Guiana,NA,NA,,,,NA,,,,,,1274941,P5FIT1Elat1,Elateridae,,FIT,Passive,FIT1,P5,,
BIOD00345,6KP1088,MS680,MS680,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Physorhinini,,,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723609,MS680,Elateridae,,Beating,Active,,PC,Sabah,
BIOD00409,6KP821,DV_Elat6,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,Danum Valley,NA,Malaysia,NA,NA,,,,NA,,,,,,NA,Elat6,Elateridae,,,,,,Sabah,
BIOD00530,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,,NA,,,,,,NA,,Coleoptera,,,,,,,
BIOD00574,6KP402,MS915,MS915,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Physorhinini,,,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723844,MS915,Elateridae,,Beating,Active,,PD,Sabah,
BIOD00679,6KP690,MS195,MS195,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Megapenthini,,Abelater,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723124,MS195,Elateridae,,Beating,Active,,PB,Sabah,
BIOD00869,6KP2485,SF_FIT1_P1_Adult_746_A02_1426047_Elateridae,SF_Elat1,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Platycrepidiini,,Platycrepidius,,Platycrepidius costaricensis,NA,NA,BMNH,NA,NA,NA,Santa Fe,NA,Panama,NA,NA,,,,NA,,,,,,1426047,SF_Elat1,Elateridae,,FIT,Passive,FIT1,P1,,
BIOD00911,6KP1596,SF_MALAISE2_P1_Adult_766_F04_1721549_Elateridae,SF_Elat10,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Physorhinini,,Anchastus,,,NA,NA,BMNH,NA,NA,NA,Santa Fe,NA,Panama,NA,NA,,,,NA,,,,,,1721549,SF_Elat10,Elateridae,,Malaise,Passive,Malaise2,P1,,
BIOD00938,6KP1177,MS1443,MS1443,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Synaptini,,,,,NA,NA,,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,NA,MS1443,Elateridae,,Beating,Active,,PD,Sabah,
BIOD01092,6KP3498,MS1970,MS1970,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Physorhinini,,,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1732808,MS1970,Elateridae,,FIT,Passive,FIT1,PA,Sabah,
BIOD01095,6KP1149,MS808,MS808,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Melanotinae,Melanotini,,Melanotus,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723737,MS808,Elateridae,,Beating,Active,,PD,Sabah,
BIOD01098,6KP230,CH_MALAISE1_P5_Adult_767_F10_1721651_Elateridae,CH_Elat19,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,BMNH,NA,NA,NA,Cerro Hoya,NA,Panama,NA,NA,,,,NA,,,,,,1721651,CH_Elat19,Elateridae,,Malaise,Passive,Malaise1,P5,,
BIOD01137,6KP969,SF_MALAISE1_P1_Adult_766_A08_1721493_Eucnemidae,SF_Euc23,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,BMNH,NA,NA,NA,Santa Fe,NA,Panama,NA,NA,,,,NA,,,,,,1721493,SF_Euc23,Elateridae,,Malaise,Passive,Malaise1,P1,,
BIOD01151,6KP359,CH_FIT1_P1_Adult_768_F09_1721746_Elateridae,CH_Elat23,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,,,,,,NA,NA,BMNH,NA,NA,NA,Cerro Hoya,NA,Panama,NA,NA,,,,NA,,,,,,1721746,CH_Elat23,Elateridae,,FIT,Passive,FIT1,P1,,
BIOD01368,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,,NA,,,,,,NA,,Coleoptera,,,,,,,
BIOD01469,6KP3055,SF_FIT1_P6_Adult_749_E05_1426386_Elateridae,SF_Elat2,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,BMNH,NA,NA,NA,Santa Fe,NA,Panama,NA,NA,,,,NA,,,,,,1426386,SF_Elat2,Elateridae,,FIT,Passive,FIT1,P6,,
BIOD01488,6KP5395,CH_FIT1_P1_Adult_756_H11_1427101_Elateridae,CH_Elat3,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,BMNH,NA,NA,NA,Cerro Hoya,NA,Panama,NA,NA,,,,NA,,,,,,1427101,CH_Elat3,Elateridae,,FIT,Passive,FIT1,P1,,
BIOD01513,6KP5910,MS1871,MS1871,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Hemirhipini,,Cryptalaus,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1732710,MS1871,Elateridae,,FIT,Passive,FIT1,PA,Sabah,
BIOD01574,6KP1605,MS351,MS351,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Megapenthini,,,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723280,MS351,Elateridae,,Beating,Active,,PA,Sabah,
BIOD01639,6KP1698,MS237,MS237,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723166,MS237,Elateridae,,Beating,Active,,PB,Sabah,
BIOD01641,6KP732,MS110,MS110,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Hemiopinae,,,Hemiops,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723039,MS110,Hemiops,,Malaise,Passive,,PC,Sabah,
BIOD01646,6KP462,MS843,MS843,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Elaterini,Elaterina,Mulsanteus,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723772,MS843,Elateridae,,Beating,Active,,PD,Sabah,
BIOD01936,6KP738,MS723,MS723,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Negastriinae,,,,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723652,MS723,Elateridae,,Beating,Active,,PC,Sabah,
BIOD02136,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723310,MS381,Elateridae,,Beating,Active,,PA,Sabah,
BIOD02145,6KP2490,MS545,MS545,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Megapenthini,,,,,NA,NA,BMNH,NA,NA,NA,Poring,NA,Malaysia,NA,NA,,,,NA,,,,,,1723474,MS545,Elateridae,,Beating,Active,,PA,Sabah,
BIOD02169,6KP1331,CH_MALAISE2_P1_Adult_768_D09_1721722_Elateridae,CH_Elat21,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,BMNH,NA,NA,NA,Cerro Hoya,NA,Panama,NA,NA,,,,NA,,,,,,1721722,CH_Elat21,Elateridae,,Malaise,Passive,Malaise2,P1,,
BIOD02198,6KP2101,CH_FIT2_P7_Adult_757_E04_1427154_Throscidae,CH_Thros1,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,BMNH,NA,NA,NA,Cerro Hoya,NA,Panama,NA,NA,,,,NA,,,,,,1427154,CH_Thros1,Elateridae,,FIT,Passive,FIT2,P7,,
BIOD02255,6KP3745,FG_FIT1_P7_Adult_779_B12_1275362_Elateridae,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,BMNH,NA,NA,NA,Noragues,NA,French Guiana,NA,NA,,,,NA,,,,,,1275362,P7FIT1Elat1,Elateridae,,FIT,Passive,FIT1,P7,,
BIOD02429,6KP2534,CH_FIT1_P1_Adult_769_B12_1721797_Unknown,CH_UNK115,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Lissominae,Lissomini,,Drapetes,,,NA,NA,BMNH,NA,NA,NA,Cerro Hoya,NA,Panama,NA,NA,,,,NA,,,,,,1721797,CH_UNK115,Drapetes,,FIT,Passive,FIT1,P1,,
BIOD02460,6KP4413,SF_SLAM2_P5_Adult_752_C04_1426650_Elateridae,SF_Elat7,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Physorhinini,,Physorhinus,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,,NA,,,,,,NA,,Coleoptera,,,,,,,
BIOD02476,6KP1656,CH_FIT1_P1_Adult_758_F02_1427260_Elateridae,CH_Elat5_Dorsal,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,BMNH,NA,NA,NA,Cerro Hoya,NA,Panama,NA,NA,,,,NA,,,,,,1427260,CH_Elat5,Elateridae,,FIT,Passive,FIT1,P1,,
BIOD03158,6KP5184,SF_SLAM2_P1_Adult_755_D06_1426952_Elateridae,SF_Elat9,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,BMNH,NA,NA,NA,Santa Fe,NA,Panama,NA,NA,,,,NA,,,,,,1426952,SF_Elat9,Elateridae,,Slam,Passive,SLAM2,P1,,
BIOD03192,MSL783,ECU4220-02-01-0001,4220-02-01-0001,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1027,NA,Admera_lib07,,,,,NA,,,,,,,,,
BIOD03226,MSL785,ECU4201-03-0028,4201-03-0028,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1058,NA,Admera_lib07,,,,,NA,,,,,,,,,
BIOD03258,MSL5403,ECU4233-03-0015,4233-03-0015,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1087,NA,Admera_lib07,,,,,NA,,,,,,,,,
BIOD03311,MSL215,ECU4220-01-02-0010,4220-01-02-0010,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1134,NA,Admera_lib07,,,,,NA,,,,,,,,,
BIOD03358,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1176,NA,Admera_lib07,,,,,NA,,,,,,,,,
BIOD03420,MSL565,ECU4229-01-01-0002,4229-01-01-0002,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1231,NA,Admera_lib08,,,,,NA,,,,,,,,,
BIOD03463,MSL178,ECU4220-01-02-0001,4220-01-02-0001,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1270,NA,Admera_lib08,,,,,NA,,,,,,,,,
BIOD03597,MSL76,ECU4238-02-0002,4238-02-0002,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq138,NA,Admera_lib01,,,,,NA,,,,,,,,,
BIOD03640,MSL2351,KINAB-HQ-05_0015,KINAB-HQ-05_0015,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Melanotinae,Melanotini,,Priopus,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq142,NA,Admera_lib01,,,,,NA,,,,,,,,,
BIOD03716,MSL3786,P22a_0002,P22a-0002,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1499,NA,Admera_lib09,,,,,NA,,,,,,,,,
BIOD03740,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq151,NA,Admera_lib01,,,,,NA,,,,,,,,,
BIOD03747,1SO1488,SO_1633,26-1.0018,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1526,NA,Admera_lib09,,,,,NA,,,,,,,,,
BIOD03762,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq153,NA,Admera_lib01,,,,,NA,,,,,,,,,
BIOD03781,MSL1110,P13a_0002,P13a-0002,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Agrypnini,,Agrypnus,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1556,NA,Admera_lib09,,,,,NA,,,,,,,,,
BIOD03787,1SO432,SO_2060,Chamela_21-0003,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1561,NA,Admera_lib09,,,,,NA,,,,,,,,,
BIOD03896,MSL2910,P21a_0006,P21a-0006,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Synaptini,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1674,NA,Admera_lib10,,,,,NA,,,,,,,,,
BIOD03982,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1752,NA,Admera_lib10,,,,,NA,,,,,,,,,
BIOD03987,1SO944,SO_1482,3-2.0026 copy,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1759,NA,Admera_lib10,,,,,NA,,,,,,,,,
BIOD04056,1SO4390,SO_2276,Mexico Plate 54.0002,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1822,NA,Admera_lib11,,,,,NA,,,,,,,,,
BIOD04092,1SO2225,SO_2506,Mexico Plate 82-0004,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq1855,NA,Admera_lib11,,,,,NA,,,,,,,,,
BIOD04258,MSL118,ECU4237-03-0010,4237-03-0010,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq2009,NA,Admera_lib12,,,,,NA,,,,,,,,,
BIOD04271,MSL2882,EG_3645-3664-0016,NHMUK 013573658,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq2021,NA,Admera_lib12,,,,,NA,,,,,,,,,
BIOD04275,MSL1402,KINAB-HQ-03_0026,KINAB_HQ-03-0026,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Megapenthini,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq2025,NA,Admera_lib12,,,,,NA,,,,,,,,,
BIOD04342,1SO818,SO_3275,Mizoram_0169,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Agrypnini,,Adelocera,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq2086,NA,Admera_lib12,,,,,NA,,,,,,,,,
BIOD04467,MSL118,ECU4210-04-0010,4210-04-0010,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq2199,NA,Admera_lib13,,,,,NA,,,,,,,,,
BIOD04544,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq2268,NA,Admera_lib13,,,,,NA,,,,,,,,,
BIOD04550,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq2273,NA,Admera_lib13,,,,,NA,,,,,,,,,
BIOD04559,MSL71,ECU4219-01-0036,4219-01-0036,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Lissominae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq2284,NA,Admera_lib13,,,,,NA,,,,,,,,,
BIOD04572,MSL137,ECU4205-01-03-0001,4205-01-03-0001,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq229,NA,Admera_lib02,,,,,NA,,,,,,,,,
